data,name,category,value
2016,Amazônia,MARÇO,2024
2017,Amazônia,MARÇO,736
2018,Amazônia,MARÇO,1359
2019,Amazônia,MARÇO,3383
2020,Amazônia,MARÇO,1641
1998,Pampa,MARÇO,0
1999,Pampa,MARÇO,35
2000,Pampa,MARÇO,10
2001,Pampa,MARÇO,8
2002,Pampa,MARÇO,19
2003,Pampa,MARÇO,19
2004,Pampa,MARÇO,163
2005,Pampa,MARÇO,131
2006,Pampa,MARÇO,82
2007,Pampa,MARÇO,22
2008,Pampa,MARÇO,43
2009,Pampa,MARÇO,42
2010,Pampa,MARÇO,34
2011,Pampa,MARÇO,36
2012,Pampa,MARÇO,71
2013,Pampa,MARÇO,50
2014,Pampa,MARÇO,39
2015,Pampa,MARÇO,48
2016,Pampa,MARÇO,24
2017,Pampa,MARÇO,31
2018,Pampa,MARÇO,63
2019,Pampa,MARÇO,82
2020,Pampa,MARÇO,176
1998,Caatinga,MARÇO,0
1999,Caatinga,MARÇO,93
2000,Caatinga,MARÇO,68
2001,Caatinga,MARÇO,5
2002,Caatinga,MARÇO,148
2003,Caatinga,MARÇO,191
2004,Caatinga,MARÇO,104
2005,Caatinga,MARÇO,137
2006,Caatinga,MARÇO,164
2007,Caatinga,MARÇO,67
2008,Caatinga,MARÇO,147
2009,Caatinga,MARÇO,227
2010,Caatinga,MARÇO,292
2011,Caatinga,MARÇO,170
2012,Caatinga,MARÇO,404
2013,Caatinga,MARÇO,219
2014,Caatinga,MARÇO,104
2015,Caatinga,MARÇO,99
2016,Caatinga,MARÇO,56
2017,Caatinga,MARÇO,70
2018,Caatinga,MARÇO,58
2019,Caatinga,MARÇO,58
2020,Caatinga,MARÇO,22
1998,Mata Atlântica,MARÇO,0
1999,Mata Atlântica,MARÇO,310
2000,Mata Atlântica,MARÇO,219
2001,Mata Atlântica,MARÇO,40
2002,Mata Atlântica,MARÇO,209
2003,Mata Atlântica,MARÇO,834
2004,Mata Atlântica,MARÇO,712
2005,Mata Atlântica,MARÇO,867
2006,Mata Atlântica,MARÇO,744
2007,Mata Atlântica,MARÇO,672
2008,Mata Atlântica,MARÇO,478
2009,Mata Atlântica,MARÇO,619
2010,Mata Atlântica,MARÇO,390
2011,Mata Atlântica,MARÇO,323
2012,Mata Atlântica,MARÇO,690
2013,Mata Atlântica,MARÇO,549
2014,Mata Atlântica,MARÇO,256
2015,Mata Atlântica,MARÇO,384
2016,Mata Atlântica,MARÇO,536
2017,Mata Atlântica,MARÇO,330
2018,Mata Atlântica,MARÇO,323
2019,Mata Atlântica,MARÇO,661
2020,Mata Atlântica,MARÇO,549
1998,Pantanal,MARÇO,0
1999,Pantanal,MARÇO,17
2000,Pantanal,MARÇO,19
2001,Pantanal,MARÇO,11
2002,Pantanal,MARÇO,10
2003,Pantanal,MARÇO,36
2004,Pantanal,MARÇO,141
2005,Pantanal,MARÇO,100
2006,Pantanal,MARÇO,36
2007,Pantanal,MARÇO,30
2008,Pantanal,MARÇO,20
2009,Pantanal,MARÇO,71
2010,Pantanal,MARÇO,88
2011,Pantanal,MARÇO,2
2012,Pantanal,MARÇO,97
2013,Pantanal,MARÇO,115
2014,Pantanal,MARÇO,23
2015,Pantanal,MARÇO,28
2016,Pantanal,MARÇO,18
2017,Pantanal,MARÇO,68
2018,Pantanal,MARÇO,14
2019,Pantanal,MARÇO,93
2020,Pantanal,MARÇO,602
1998,Cerrado,MARÇO,0
1999,Cerrado,MARÇO,82
2000,Cerrado,MARÇO,114
2001,Cerrado,MARÇO,69
2002,Cerrado,MARÇO,391
2003,Cerrado,MARÇO,472
2004,Cerrado,MARÇO,773
2005,Cerrado,MARÇO,536
2006,Cerrado,MARÇO,498
2007,Cerrado,MARÇO,1118
2008,Cerrado,MARÇO,339
2009,Cerrado,MARÇO,461
2010,Cerrado,MARÇO,883
2011,Cerrado,MARÇO,308
2012,Cerrado,MARÇO,764
2013,Cerrado,MARÇO,613
2014,Cerrado,MARÇO,497
2015,Cerrado,MARÇO,528
2016,Cerrado,MARÇO,767
2017,Cerrado,MARÇO,687
2018,Cerrado,MARÇO,842
2019,Cerrado,MARÇO,936
2020,Cerrado,MARÇO,890
1998,Amazônia,NOVEMBRO,3833
1999,Amazônia,NOVEMBRO,4449
2000,Amazônia,NOVEMBRO,5497
2001,Amazônia,NOVEMBRO,8346
2002,Amazônia,NOVEMBRO,23660
2003,Amazônia,NOVEMBRO,19631
2004,Amazônia,NOVEMBRO,26424
2005,Amazônia,NOVEMBRO,16790
2006,Amazônia,NOVEMBRO,17474
2007,Amazônia,NOVEMBRO,16025
2008,Amazônia,NOVEMBRO,15450
2009,Amazônia,NOVEMBRO,19104
2010,Amazônia,NOVEMBRO,12167
2011,Amazônia,NOVEMBRO,9815
2012,Amazônia,NOVEMBRO,13259
2013,Amazônia,NOVEMBRO,6615
2014,Amazônia,NOVEMBRO,12169
2015,Amazônia,NOVEMBRO,16935
2016,Amazônia,NOVEMBRO,11610
2017,Amazônia,NOVEMBRO,14105
2018,Amazônia,NOVEMBRO,8881
2019,Amazônia,NOVEMBRO,11297
2020,Amazônia,NOVEMBRO,0
1998,Pampa,NOVEMBRO,5
1999,Pampa,NOVEMBRO,31
2000,Pampa,NOVEMBRO,4
2001,Pampa,NOVEMBRO,23
2002,Pampa,NOVEMBRO,18
2003,Pampa,NOVEMBRO,51
2004,Pampa,NOVEMBRO,49
2005,Pampa,NOVEMBRO,67
2006,Pampa,NOVEMBRO,42
2007,Pampa,NOVEMBRO,46
2008,Pampa,NOVEMBRO,35
2009,Pampa,NOVEMBRO,2
2010,Pampa,NOVEMBRO,82
2011,Pampa,NOVEMBRO,75
2012,Pampa,NOVEMBRO,42
2013,Pampa,NOVEMBRO,59
2014,Pampa,NOVEMBRO,35
2015,Pampa,NOVEMBRO,12
2016,Pampa,NOVEMBRO,43
2017,Pampa,NOVEMBRO,60
2018,Pampa,NOVEMBRO,24
2019,Pampa,NOVEMBRO,30
2020,Pampa,NOVEMBRO,0
1998,Caatinga,NOVEMBRO,1185
1999,Caatinga,NOVEMBRO,984
2000,Caatinga,NOVEMBRO,1224
2001,Caatinga,NOVEMBRO,4767
2002,Caatinga,NOVEMBRO,6193
2003,Caatinga,NOVEMBRO,8451
2004,Caatinga,NOVEMBRO,7689
2005,Caatinga,NOVEMBRO,7067
2006,Caatinga,NOVEMBRO,5253
2007,Caatinga,NOVEMBRO,6939
2008,Caatinga,NOVEMBRO,7325
2009,Caatinga,NOVEMBRO,4866
2010,Caatinga,NOVEMBRO,5960
2011,Caatinga,NOVEMBRO,4271
2012,Caatinga,NOVEMBRO,2063
2013,Caatinga,NOVEMBRO,1889
2014,Caatinga,NOVEMBRO,1762
2015,Caatinga,NOVEMBRO,2599
2016,Caatinga,NOVEMBRO,2882
2017,Caatinga,NOVEMBRO,1792
2018,Caatinga,NOVEMBRO,1876
2019,Caatinga,NOVEMBRO,3212
2020,Caatinga,NOVEMBRO,0
1998,Mata Atlântica,NOVEMBRO,522
1999,Mata Atlântica,NOVEMBRO,1222
2000,Mata Atlântica,NOVEMBRO,230
2001,Mata Atlântica,NOVEMBRO,495
2002,Mata Atlântica,NOVEMBRO,2441
2003,Mata Atlântica,NOVEMBRO,2148
2004,Mata Atlântica,NOVEMBRO,2624
2005,Mata Atlântica,NOVEMBRO,2331
2006,Mata Atlântica,NOVEMBRO,1006
2007,Mata Atlântica,NOVEMBRO,3283
2008,Mata Atlântica,NOVEMBRO,2154
2009,Mata Atlântica,NOVEMBRO,815
2010,Mata Atlântica,NOVEMBRO,835
2011,Mata Atlântica,NOVEMBRO,618
2012,Mata Atlântica,NOVEMBRO,763
2013,Mata Atlântica,NOVEMBRO,509
2014,Mata Atlântica,NOVEMBRO,432
2015,Mata Atlântica,NOVEMBRO,1852
2016,Mata Atlântica,NOVEMBRO,763
2017,Mata Atlântica,NOVEMBRO,818
2018,Mata Atlântica,NOVEMBRO,450
2019,Mata Atlântica,NOVEMBRO,1499
2020,Mata Atlântica,NOVEMBRO,0
1998,Pantanal,NOVEMBRO,162
1999,Pantanal,NOVEMBRO,743
2000,Pantanal,NOVEMBRO,295
2001,Pantanal,NOVEMBRO,175
2002,Pantanal,NOVEMBRO,2328
2003,Pantanal,NOVEMBRO,378
2004,Pantanal,NOVEMBRO,335
2005,Pantanal,NOVEMBRO,125
2006,Pantanal,NOVEMBRO,254
2007,Pantanal,NOVEMBRO,189
2008,Pantanal,NOVEMBRO,274
2009,Pantanal,NOVEMBRO,414
2010,Pantanal,NOVEMBRO,385
2011,Pantanal,NOVEMBRO,873
2012,Pantanal,NOVEMBRO,157
2013,Pantanal,NOVEMBRO,513
2014,Pantanal,NOVEMBRO,184
2015,Pantanal,NOVEMBRO,282
2016,Pantanal,NOVEMBRO,215
2017,Pantanal,NOVEMBRO,214
2018,Pantanal,NOVEMBRO,20
2019,Pantanal,NOVEMBRO,1296
2020,Pantanal,NOVEMBRO,0
1998,Cerrado,NOVEMBRO,1095
1999,Cerrado,NOVEMBRO,1434
2000,Cerrado,NOVEMBRO,1149
2001,Cerrado,NOVEMBRO,1834
2002,Cerrado,NOVEMBRO,5273
2003,Cerrado,NOVEMBRO,4763
2004,Cerrado,NOVEMBRO,8243
2005,Cerrado,NOVEMBRO,5251
2006,Cerrado,NOVEMBRO,5274
2007,Cerrado,NOVEMBRO,4939
2008,Cerrado,NOVEMBRO,5486
2009,Cerrado,NOVEMBRO,4195
2010,Cerrado,NOVEMBRO,4623
2011,Cerrado,NOVEMBRO,2889
2012,Cerrado,NOVEMBRO,1830
2013,Cerrado,NOVEMBRO,2370
2014,Cerrado,NOVEMBRO,3085
2015,Cerrado,NOVEMBRO,4731
2016,Cerrado,NOVEMBRO,3647
2017,Cerrado,NOVEMBRO,2345
2018,Cerrado,NOVEMBRO,1763
2019,Cerrado,NOVEMBRO,3251
2020,Cerrado,NOVEMBRO,0
1998,Amazônia,OUTUBRO,8777
1999,Amazônia,OUTUBRO,12794
2000,Amazônia,OUTUBRO,10226
2001,Amazônia,OUTUBRO,14292
2002,Amazônia,OUTUBRO,27110
2003,Amazônia,OUTUBRO,25341
2004,Amazônia,OUTUBRO,23928
2005,Amazônia,OUTUBRO,26624
2006,Amazônia,OUTUBRO,18309
2007,Amazônia,OUTUBRO,28731
2008,Amazônia,OUTUBRO,23518
2009,Amazônia,OUTUBRO,19323
2010,Amazônia,OUTUBRO,14798
2011,Amazônia,OUTUBRO,9760
2012,Amazônia,OUTUBRO,14814
2013,Amazônia,OUTUBRO,10242
2014,Amazônia,OUTUBRO,13222
2015,Amazônia,OUTUBRO,19469
2016,Amazônia,OUTUBRO,14234
2017,Amazônia,OUTUBRO,14457
2018,Amazônia,OUTUBRO,10654
2019,Amazônia,OUTUBRO,7855
2020,Amazônia,OUTUBRO,0
1998,Pampa,OUTUBRO,109
1999,Pampa,OUTUBRO,51
2000,Pampa,OUTUBRO,5
2001,Pampa,OUTUBRO,12
2002,Pampa,OUTUBRO,18
2003,Pampa,OUTUBRO,121
2004,Pampa,OUTUBRO,252
2005,Pampa,OUTUBRO,46
2006,Pampa,OUTUBRO,62
2007,Pampa,OUTUBRO,42
2008,Pampa,OUTUBRO,78
2009,Pampa,OUTUBRO,71
2010,Pampa,OUTUBRO,92
2011,Pampa,OUTUBRO,37
2012,Pampa,OUTUBRO,40
2013,Pampa,OUTUBRO,59
2014,Pampa,OUTUBRO,39
2015,Pampa,OUTUBRO,47
2016,Pampa,OUTUBRO,57
2017,Pampa,OUTUBRO,55
2018,Pampa,OUTUBRO,34
2019,Pampa,OUTUBRO,72
2020,Pampa,OUTUBRO,0
1998,Caatinga,OUTUBRO,4280
1999,Caatinga,OUTUBRO,2080
2000,Caatinga,OUTUBRO,4744
2001,Caatinga,OUTUBRO,7157
2002,Caatinga,OUTUBRO,7728
2003,Caatinga,OUTUBRO,8722
2004,Caatinga,OUTUBRO,7707
2005,Caatinga,OUTUBRO,8151
2006,Caatinga,OUTUBRO,3998
2007,Caatinga,OUTUBRO,8515
2008,Caatinga,OUTUBRO,6135
2009,Caatinga,OUTUBRO,3059
2010,Caatinga,OUTUBRO,5829
2011,Caatinga,OUTUBRO,3489
2012,Caatinga,OUTUBRO,4582
2013,Caatinga,OUTUBRO,2164
2014,Caatinga,OUTUBRO,2324
2015,Caatinga,OUTUBRO,3909
2016,Caatinga,OUTUBRO,4274
2017,Caatinga,OUTUBRO,4030
2018,Caatinga,OUTUBRO,2476
2019,Caatinga,OUTUBRO,4716
2020,Caatinga,OUTUBRO,0
1998,Mata Atlântica,OUTUBRO,1260
1999,Mata Atlântica,OUTUBRO,1688
2000,Mata Atlântica,OUTUBRO,2369
2001,Mata Atlântica,OUTUBRO,997
2002,Mata Atlântica,OUTUBRO,4897
2003,Mata Atlântica,OUTUBRO,7588
2004,Mata Atlântica,OUTUBRO,5344
2005,Mata Atlântica,OUTUBRO,5719
2006,Mata Atlântica,OUTUBRO,1884
2007,Mata Atlântica,OUTUBRO,6451
2008,Mata Atlântica,OUTUBRO,3983
2009,Mata Atlântica,OUTUBRO,2317
2010,Mata Atlântica,OUTUBRO,2562
2011,Mata Atlântica,OUTUBRO,1836
2012,Mata Atlântica,OUTUBRO,3077
2013,Mata Atlântica,OUTUBRO,1454
2014,Mata Atlântica,OUTUBRO,4171
2015,Mata Atlântica,OUTUBRO,2991
2016,Mata Atlântica,OUTUBRO,1210
2017,Mata Atlântica,OUTUBRO,2003
2018,Mata Atlântica,OUTUBRO,1243
2019,Mata Atlântica,OUTUBRO,2184
2020,Mata Atlântica,OUTUBRO,0
1998,Pantanal,OUTUBRO,507
1999,Pantanal,OUTUBRO,2049
2000,Pantanal,OUTUBRO,950
2001,Pantanal,OUTUBRO,879
2002,Pantanal,OUTUBRO,2761
2003,Pantanal,OUTUBRO,715
2004,Pantanal,OUTUBRO,1912
2005,Pantanal,OUTUBRO,933
2006,Pantanal,OUTUBRO,266
2007,Pantanal,OUTUBRO,1481
2008,Pantanal,OUTUBRO,1046
2009,Pantanal,OUTUBRO,919
2010,Pantanal,OUTUBRO,1142
2011,Pantanal,OUTUBRO,562
2012,Pantanal,OUTUBRO,832
2013,Pantanal,OUTUBRO,544
2014,Pantanal,OUTUBRO,459
2015,Pantanal,OUTUBRO,794
2016,Pantanal,OUTUBRO,1066
2017,Pantanal,OUTUBRO,669
2018,Pantanal,OUTUBRO,120
2019,Pantanal,OUTUBRO,2430
2020,Pantanal,OUTUBRO,0
1998,Cerrado,OUTUBRO,8535
1999,Cerrado,OUTUBRO,8354
2000,Cerrado,OUTUBRO,9038
2001,Cerrado,OUTUBRO,7702
2002,Cerrado,OUTUBRO,16744
2003,Cerrado,OUTUBRO,15008
2004,Cerrado,OUTUBRO,15148
2005,Cerrado,OUTUBRO,23550
2006,Cerrado,OUTUBRO,7524
2007,Cerrado,OUTUBRO,22008
2008,Cerrado,OUTUBRO,17024
2009,Cerrado,OUTUBRO,5526
2010,Cerrado,OUTUBRO,14419
2011,Cerrado,OUTUBRO,7656
2012,Cerrado,OUTUBRO,16515
2013,Cerrado,OUTUBRO,7696
2014,Cerrado,OUTUBRO,16357
2015,Cerrado,OUTUBRO,19531
2016,Cerrado,OUTUBRO,9968
2017,Cerrado,OUTUBRO,12393
2018,Cerrado,OUTUBRO,5041
2019,Cerrado,OUTUBRO,8356
2020,Cerrado,OUTUBRO,0
1998,Amazônia,SETEMBRO,19214
1999,Amazônia,SETEMBRO,16106
2000,Amazônia,SETEMBRO,10062
2001,Amazônia,SETEMBRO,15528
2002,Amazônia,SETEMBRO,48549
2003,Amazônia,SETEMBRO,47789
2004,Amazônia,SETEMBRO,71522
2005,Amazônia,SETEMBRO,68560
2006,Amazônia,SETEMBRO,51028
2007,Amazônia,SETEMBRO,73141
2008,Amazônia,SETEMBRO,26469
2009,Amazônia,SETEMBRO,20527
2010,Amazônia,SETEMBRO,43933
2011,Amazônia,SETEMBRO,16987
2012,Amazônia,SETEMBRO,24067
2013,Amazônia,SETEMBRO,16786
2014,Amazônia,SETEMBRO,20522
2015,Amazônia,SETEMBRO,29326
2016,Amazônia,SETEMBRO,20460
2017,Amazônia,SETEMBRO,36569
2018,Amazônia,SETEMBRO,24803
2019,Amazônia,SETEMBRO,19925
2020,Amazônia,SETEMBRO,24473
1998,Pampa,SETEMBRO,31
1999,Pampa,SETEMBRO,8
2000,Pampa,SETEMBRO,7
2001,Pampa,SETEMBRO,0
2002,Pampa,SETEMBRO,238
2003,Pampa,SETEMBRO,357
2004,Pampa,SETEMBRO,157
2005,Pampa,SETEMBRO,122
2006,Pampa,SETEMBRO,187
2007,Pampa,SETEMBRO,192
2008,Pampa,SETEMBRO,83
2009,Pampa,SETEMBRO,34
2010,Pampa,SETEMBRO,132
2011,Pampa,SETEMBRO,233
2012,Pampa,SETEMBRO,62
2013,Pampa,SETEMBRO,126
2014,Pampa,SETEMBRO,57
2015,Pampa,SETEMBRO,139
2016,Pampa,SETEMBRO,252
2017,Pampa,SETEMBRO,65
2018,Pampa,SETEMBRO,67
2019,Pampa,SETEMBRO,273
2020,Pampa,SETEMBRO,13
1998,Caatinga,SETEMBRO,2642
1999,Caatinga,SETEMBRO,1117
2000,Caatinga,SETEMBRO,1504
2001,Caatinga,SETEMBRO,3996
2002,Caatinga,SETEMBRO,5099
2003,Caatinga,SETEMBRO,7234
2004,Caatinga,SETEMBRO,4848
2005,Caatinga,SETEMBRO,3623
2006,Caatinga,SETEMBRO,2550
2007,Caatinga,SETEMBRO,5239
2008,Caatinga,SETEMBRO,2888
2009,Caatinga,SETEMBRO,2746
2010,Caatinga,SETEMBRO,4376
2011,Caatinga,SETEMBRO,3486
2012,Caatinga,SETEMBRO,3626
2013,Caatinga,SETEMBRO,2452
2014,Caatinga,SETEMBRO,2079
2015,Caatinga,SETEMBRO,4079
2016,Caatinga,SETEMBRO,2095
2017,Caatinga,SETEMBRO,1759
2018,Caatinga,SETEMBRO,2820
2019,Caatinga,SETEMBRO,2827
2020,Caatinga,SETEMBRO,1587
1998,Mata Atlântica,SETEMBRO,1678
1999,Mata Atlântica,SETEMBRO,3306
2000,Mata Atlântica,SETEMBRO,1100
2001,Mata Atlântica,SETEMBRO,1418
2002,Mata Atlântica,SETEMBRO,6764
2003,Mata Atlântica,SETEMBRO,11963
2004,Mata Atlântica,SETEMBRO,7396
2005,Mata Atlântica,SETEMBRO,2632
2006,Mata Atlântica,SETEMBRO,5120
2007,Mata Atlântica,SETEMBRO,7170
2008,Mata Atlântica,SETEMBRO,4094
2009,Mata Atlântica,SETEMBRO,1831
2010,Mata Atlântica,SETEMBRO,5026
2011,Mata Atlântica,SETEMBRO,7050
2012,Mata Atlântica,SETEMBRO,3082
2013,Mata Atlântica,SETEMBRO,2839
2014,Mata Atlântica,SETEMBRO,3493
2015,Mata Atlântica,SETEMBRO,3219
2016,Mata Atlântica,SETEMBRO,4146
2017,Mata Atlântica,SETEMBRO,4939
2018,Mata Atlântica,SETEMBRO,2309
2019,Mata Atlântica,SETEMBRO,4333
2020,Mata Atlântica,SETEMBRO,2584
1998,Pantanal,SETEMBRO,542
1999,Pantanal,SETEMBRO,1922
2000,Pantanal,SETEMBRO,503
2001,Pantanal,SETEMBRO,2264
2002,Pantanal,SETEMBRO,2662
2003,Pantanal,SETEMBRO,1188
2004,Pantanal,SETEMBRO,3963
2005,Pantanal,SETEMBRO,2997
2006,Pantanal,SETEMBRO,1024
2007,Pantanal,SETEMBRO,5498
2008,Pantanal,SETEMBRO,1660
2009,Pantanal,SETEMBRO,1127
2010,Pantanal,SETEMBRO,3072
2011,Pantanal,SETEMBRO,807
2012,Pantanal,SETEMBRO,2518
2013,Pantanal,SETEMBRO,1201
2014,Pantanal,SETEMBRO,375
2015,Pantanal,SETEMBRO,1181
2016,Pantanal,SETEMBRO,2000
2017,Pantanal,SETEMBRO,2588
2018,Pantanal,SETEMBRO,785
2019,Pantanal,SETEMBRO,2887
2020,Pantanal,SETEMBRO,5682
1998,Cerrado,SETEMBRO,17843
1999,Cerrado,SETEMBRO,14455
2000,Cerrado,SETEMBRO,10117
2001,Cerrado,SETEMBRO,16623
2002,Cerrado,SETEMBRO,30105
2003,Cerrado,SETEMBRO,29227
2004,Cerrado,SETEMBRO,33509
2005,Cerrado,SETEMBRO,24521
2006,Cerrado,SETEMBRO,16566
2007,Cerrado,SETEMBRO,49980
2008,Cerrado,SETEMBRO,15477
2009,Cerrado,SETEMBRO,9851
2010,Cerrado,SETEMBRO,52491
2011,Cerrado,SETEMBRO,26468
2012,Cerrado,SETEMBRO,30053
2013,Cerrado,SETEMBRO,12615
2014,Cerrado,SETEMBRO,15523
2015,Cerrado,SETEMBRO,23795
2016,Cerrado,SETEMBRO,13256
2017,Cerrado,SETEMBRO,26975
2018,Cerrado,SETEMBRO,11467
2019,Cerrado,SETEMBRO,22989
2020,Cerrado,SETEMBRO,16109
